# Logfile created on 2018-10-07 00:51:48 +0200 by logger.rb/v1.2.7
OSM_SN: Loading graph from GraphViz file data/near_ucl.dot.
OSM_SN: Processing vertices
OSM_SN: 	 Vertex 21311324 loaded
OSM_SN: 	 Vertex 26423670 loaded
OSM_SN: 	 Visual vertex 26423670 in 
OSM_SN: 	 Vertex 25657274 loaded
OSM_SN: 	 Visual vertex 25657274 in 
OSM_SN: 	 Vertex 3948265348 loaded
OSM_SN: 	 Visual vertex 3948265348 in 
OSM_SN: 	 Vertex 1410302990 loaded
OSM_SN: 	 Visual vertex 1410302990 in 
OSM_SN: 	 Vertex 25657278 loaded
OSM_SN: 	 Visual vertex 25657278 in 
OSM_SN: 	 Vertex 25657286 loaded
OSM_SN: 	 Visual vertex 25657286 in 
OSM_SN: 	 Vertex 4714677279 loaded
OSM_SN: 	 Visual vertex 4714677279 in 
OSM_SN: 	 Vertex 1265671378 loaded
OSM_SN: 	 Visual vertex 1265671378 in 
OSM_SN: 	 Vertex 3055004528 loaded
OSM_SN: 	 Visual vertex 3055004528 in 
OSM_SN: 	 Vertex 25657298 loaded
OSM_SN: 	 Visual vertex 25657298 in 
OSM_SN: 	 Vertex 25657313 loaded
OSM_SN: 	 Visual vertex 25657313 in 
OSM_SN: 	 Vertex 305796263 loaded
OSM_SN: 	 Visual vertex 305796263 in 
OSM_SN: 	 Vertex 2026317514 loaded
OSM_SN: 	 Visual vertex 2026317514 in 
OSM_SN: 	 Vertex 25657361 loaded
OSM_SN: 	 Visual vertex 25657361 in 
OSM_SN: 	 Vertex 282761019 loaded
OSM_SN: 	 Visual vertex 282761019 in 
OSM_SN: 	 Vertex 25657375 loaded
OSM_SN: 	 Visual vertex 25657375 in 
OSM_SN: 	 Vertex 1494140091 loaded
OSM_SN: 	 Visual vertex 1494140091 in 
OSM_SN: 	 Vertex 1399998580 loaded
OSM_SN: 	 Visual vertex 1399998580 in 
OSM_SN: 	 Vertex 25657382 loaded
OSM_SN: 	 Visual vertex 25657382 in 
OSM_SN: 	 Vertex 4714677285 loaded
OSM_SN: 	 Visual vertex 4714677285 in 
OSM_SN: 	 Vertex 5242375940 loaded
OSM_SN: 	 Visual vertex 5242375940 in 
OSM_SN: 	 Vertex 2001925902 loaded
OSM_SN: 	 Visual vertex 2001925902 in 
OSM_SN: 	 Vertex 1410302989 loaded
OSM_SN: 	 Visual vertex 1410302989 in 
OSM_SN: 	 Vertex 25657389 loaded
OSM_SN: 	 Visual vertex 25657389 in 
OSM_SN: 	 Vertex 1265638038 loaded
OSM_SN: 	 Visual vertex 1265638038 in 
OSM_SN: 	 Vertex 4714677270 loaded
OSM_SN: 	 Visual vertex 4714677270 in 
OSM_SN: 	 Vertex 1511287702 loaded
OSM_SN: 	 Visual vertex 1511287702 in 
OSM_SN: 	 Vertex 25657786 loaded
OSM_SN: 	 Visual vertex 25657786 in 
OSM_SN: 	 Vertex 4599585949 loaded
OSM_SN: 	 Visual vertex 4599585949 in 
OSM_SN: 	 Vertex 4599585952 loaded
OSM_SN: 	 Visual vertex 4599585952 in 
OSM_SN: 	 Vertex 25657933 loaded
OSM_SN: 	 Visual vertex 25657933 in 
OSM_SN: 	 Vertex 25657935 loaded
OSM_SN: 	 Visual vertex 25657935 in 
OSM_SN: 	 Vertex 25658610 loaded
OSM_SN: 	 Visual vertex 25658610 in 
OSM_SN: 	 Vertex 338633641 loaded
OSM_SN: 	 Visual vertex 338633641 in 
OSM_SN: 	 Vertex 315523730 loaded
OSM_SN: 	 Visual vertex 315523730 in 
OSM_SN: 	 Vertex 431313107 loaded
OSM_SN: 	 Visual vertex 431313107 in 
OSM_SN: 	 Vertex 25657937 loaded
OSM_SN: 	 Visual vertex 25657937 in 
OSM_SN: 	 Vertex 431313109 loaded
OSM_SN: 	 Visual vertex 431313109 in 
OSM_SN: 	 Vertex 25657939 loaded
OSM_SN: 	 Visual vertex 25657939 in 
OSM_SN: 	 Vertex 25657942 loaded
OSM_SN: 	 Visual vertex 25657942 in 
OSM_SN: 	 Vertex 431313110 loaded
OSM_SN: 	 Visual vertex 431313110 in 
OSM_SN: 	 Vertex 25657945 loaded
OSM_SN: 	 Visual vertex 25657945 in 
OSM_SN: 	 Vertex 314789639 loaded
OSM_SN: 	 Visual vertex 314789639 in 
OSM_SN: 	 Vertex 25657949 loaded
OSM_SN: 	 Visual vertex 25657949 in 
OSM_SN: 	 Vertex 431263231 loaded
OSM_SN: 	 Visual vertex 431263231 in 
OSM_SN: 	 Vertex 314789632 loaded
OSM_SN: 	 Visual vertex 314789632 in 
OSM_SN: 	 Vertex 25657954 loaded
OSM_SN: 	 Visual vertex 25657954 in 
OSM_SN: 	 Vertex 1265637987 loaded
OSM_SN: 	 Visual vertex 1265637987 in 
OSM_SN: 	 Vertex 25657956 loaded
OSM_SN: 	 Visual vertex 25657956 in 
OSM_SN: 	 Vertex 1265637971 loaded
OSM_SN: 	 Visual vertex 1265637971 in 
OSM_SN: 	 Vertex 1265637994 loaded
OSM_SN: 	 Visual vertex 1265637994 in 
OSM_SN: 	 Vertex 3397119017 loaded
OSM_SN: 	 Visual vertex 3397119017 in 
OSM_SN: 	 Vertex 25658226 loaded
OSM_SN: 	 Visual vertex 25658226 in 
OSM_SN: 	 Vertex 3822336795 loaded
OSM_SN: 	 Visual vertex 3822336795 in 
OSM_SN: 	 Vertex 3822336796 loaded
OSM_SN: 	 Visual vertex 3822336796 in 
OSM_SN: 	 Vertex 1852501598 loaded
OSM_SN: 	 Visual vertex 1852501598 in 
OSM_SN: 	 Vertex 25658227 loaded
OSM_SN: 	 Visual vertex 25658227 in 
OSM_SN: 	 Vertex 306459493 loaded
OSM_SN: 	 Visual vertex 306459493 in 
OSM_SN: 	 Vertex 4599585948 loaded
OSM_SN: 	 Visual vertex 4599585948 in 
OSM_SN: 	 Vertex 25658228 loaded
OSM_SN: 	 Visual vertex 25658228 in 
OSM_SN: 	 Vertex 300524475 loaded
OSM_SN: 	 Visual vertex 300524475 in 
OSM_SN: 	 Vertex 300524470 loaded
OSM_SN: 	 Visual vertex 300524470 in 
OSM_SN: 	 Vertex 25658229 loaded
OSM_SN: 	 Visual vertex 25658229 in 
OSM_SN: 	 Vertex 1406960700 loaded
OSM_SN: 	 Visual vertex 1406960700 in 
OSM_SN: 	 Vertex 25658230 loaded
OSM_SN: 	 Visual vertex 25658230 in 
OSM_SN: 	 Vertex 25658231 loaded
OSM_SN: 	 Visual vertex 25658231 in 
OSM_SN: 	 Vertex 315527545 loaded
OSM_SN: 	 Visual vertex 315527545 in 
OSM_SN: 	 Vertex 315527789 loaded
OSM_SN: 	 Visual vertex 315527789 in 
OSM_SN: 	 Vertex 25658257 loaded
OSM_SN: 	 Visual vertex 25658257 in 
OSM_SN: 	 Vertex 5577122040 loaded
OSM_SN: 	 Visual vertex 5577122040 in 
OSM_SN: 	 Vertex 290034580 loaded
OSM_SN: 	 Visual vertex 290034580 in 
OSM_SN: 	 Vertex 25658261 loaded
OSM_SN: 	 Visual vertex 25658261 in 
OSM_SN: 	 Vertex 354967335 loaded
OSM_SN: 	 Visual vertex 354967335 in 
OSM_SN: 	 Vertex 25658450 loaded
OSM_SN: 	 Visual vertex 25658450 in 
OSM_SN: 	 Vertex 3619903200 loaded
OSM_SN: 	 Visual vertex 3619903200 in 
OSM_SN: 	 Vertex 26786404 loaded
OSM_SN: 	 Visual vertex 26786404 in 
OSM_SN: 	 Vertex 25658455 loaded
OSM_SN: 	 Visual vertex 25658455 in 
OSM_SN: 	 Vertex 298527937 loaded
OSM_SN: 	 Visual vertex 298527937 in 
OSM_SN: 	 Vertex 1265637977 loaded
OSM_SN: 	 Visual vertex 1265637977 in 
OSM_SN: 	 Vertex 298861642 loaded
OSM_SN: 	 Visual vertex 298861642 in 
OSM_SN: 	 Vertex 25658457 loaded
OSM_SN: 	 Visual vertex 25658457 in 
OSM_SN: 	 Vertex 1265638061 loaded
OSM_SN: 	 Visual vertex 1265638061 in 
OSM_SN: 	 Vertex 360541185 loaded
OSM_SN: 	 Visual vertex 360541185 in 
OSM_SN: 	 Vertex 25658459 loaded
OSM_SN: 	 Visual vertex 25658459 in 
OSM_SN: 	 Vertex 25658460 loaded
OSM_SN: 	 Visual vertex 25658460 in 
OSM_SN: 	 Vertex 2429803895 loaded
OSM_SN: 	 Visual vertex 2429803895 in 
OSM_SN: 	 Vertex 1414621006 loaded
OSM_SN: 	 Visual vertex 1414621006 in 
OSM_SN: 	 Vertex 1414621008 loaded
OSM_SN: 	 Visual vertex 1414621008 in 
OSM_SN: 	 Vertex 25658462 loaded
OSM_SN: 	 Visual vertex 25658462 in 
OSM_SN: 	 Vertex 2429803893 loaded
OSM_SN: 	 Visual vertex 2429803893 in 
OSM_SN: 	 Vertex 25658464 loaded
OSM_SN: 	 Visual vertex 25658464 in 
OSM_SN: 	 Vertex 1414621009 loaded
OSM_SN: 	 Visual vertex 1414621009 in 
OSM_SN: 	 Vertex 25658465 loaded
OSM_SN: 	 Visual vertex 25658465 in 
OSM_SN: 	 Vertex 25658468 loaded
OSM_SN: 	 Visual vertex 25658468 in 
OSM_SN: 	 Vertex 32438290 loaded
OSM_SN: 	 Visual vertex 32438290 in 
OSM_SN: 	 Vertex 431175058 loaded
OSM_SN: 	 Visual vertex 431175058 in 
OSM_SN: 	 Vertex 25658473 loaded
OSM_SN: 	 Visual vertex 25658473 in 
OSM_SN: 	 Vertex 300700259 loaded
OSM_SN: 	 Visual vertex 300700259 in 
OSM_SN: 	 Vertex 299047201 loaded
OSM_SN: 	 Visual vertex 299047201 in 
OSM_SN: 	 Vertex 300700256 loaded
OSM_SN: 	 Visual vertex 300700256 in 
OSM_SN: 	 Vertex 25658475 loaded
OSM_SN: 	 Visual vertex 25658475 in 
OSM_SN: 	 Vertex 25658605 loaded
OSM_SN: 	 Visual vertex 25658605 in 
OSM_SN: 	 Vertex 299047203 loaded
OSM_SN: 	 Visual vertex 299047203 in 
OSM_SN: 	 Vertex 4749438609 loaded
OSM_SN: 	 Visual vertex 4749438609 in 
OSM_SN: 	 Vertex 338636015 loaded
OSM_SN: 	 Visual vertex 338636015 in 
OSM_SN: 	 Vertex 4700724524 loaded
OSM_SN: 	 Visual vertex 4700724524 in 
OSM_SN: 	 Vertex 299047199 loaded
OSM_SN: 	 Visual vertex 299047199 in 
OSM_SN: 	 Vertex 298861639 loaded
OSM_SN: 	 Visual vertex 298861639 in 
OSM_SN: 	 Vertex 299047174 loaded
OSM_SN: 	 Visual vertex 299047174 in 
OSM_SN: 	 Vertex 25658606 loaded
OSM_SN: 	 Visual vertex 25658606 in 
OSM_SN: 	 Vertex 1400002839 loaded
OSM_SN: 	 Visual vertex 1400002839 in 
OSM_SN: 	 Vertex 1400002842 loaded
OSM_SN: 	 Visual vertex 1400002842 in 
OSM_SN: 	 Vertex 25658608 loaded
OSM_SN: 	 Visual vertex 25658608 in 
OSM_SN: 	 Vertex 338633640 loaded
OSM_SN: 	 Visual vertex 338633640 in 
OSM_SN: 	 Vertex 1977834006 loaded
OSM_SN: 	 Visual vertex 1977834006 in 
OSM_SN: 	 Vertex 25658609 loaded
OSM_SN: 	 Visual vertex 25658609 in 
OSM_SN: 	 Vertex 1548825686 loaded
OSM_SN: 	 Visual vertex 1548825686 in 
OSM_SN: 	 Vertex 4700724523 loaded
OSM_SN: 	 Visual vertex 4700724523 in 
OSM_SN: 	 Vertex 299047210 loaded
OSM_SN: 	 Visual vertex 299047210 in 
OSM_SN: 	 Vertex 25658611 loaded
OSM_SN: 	 Visual vertex 25658611 in 
OSM_SN: 	 Vertex 299047177 loaded
OSM_SN: 	 Visual vertex 299047177 in 
OSM_SN: 	 Vertex 552444662 loaded
OSM_SN: 	 Visual vertex 552444662 in 
OSM_SN: 	 Vertex 25658612 loaded
OSM_SN: 	 Visual vertex 25658612 in 
OSM_SN: 	 Vertex 25658613 loaded
OSM_SN: 	 Visual vertex 25658613 in 
OSM_SN: 	 Vertex 314789642 loaded
OSM_SN: 	 Visual vertex 314789642 in 
OSM_SN: 	 Vertex 25658614 loaded
OSM_SN: 	 Visual vertex 25658614 in 
OSM_SN: 	 Vertex 5184615564 loaded
OSM_SN: 	 Visual vertex 5184615564 in 
OSM_SN: 	 Vertex 26424073 loaded
OSM_SN: 	 Visual vertex 26424073 in 
OSM_SN: 	 Vertex 25658615 loaded
OSM_SN: 	 Visual vertex 25658615 in 
OSM_SN: 	 Vertex 25658998 loaded
OSM_SN: 	 Visual vertex 25658998 in 
OSM_SN: 	 Vertex 26424072 loaded
OSM_SN: 	 Visual vertex 26424072 in 
OSM_SN: 	 Vertex 25658993 loaded
OSM_SN: 	 Visual vertex 25658993 in 
OSM_SN: 	 Vertex 26423672 loaded
OSM_SN: 	 Visual vertex 26423672 in 
OSM_SN: 	 Vertex 25658616 loaded
OSM_SN: 	 Visual vertex 25658616 in 
OSM_SN: 	 Vertex 26424076 loaded
OSM_SN: 	 Visual vertex 26424076 in 
OSM_SN: 	 Vertex 315524017 loaded
OSM_SN: 	 Visual vertex 315524017 in 
OSM_SN: 	 Vertex 26424074 loaded
OSM_SN: 	 Visual vertex 26424074 in 
OSM_SN: 	 Vertex 5024445654 loaded
OSM_SN: 	 Visual vertex 5024445654 in 
OSM_SN: 	 Vertex 25658617 loaded
OSM_SN: 	 Visual vertex 25658617 in 
OSM_SN: 	 Vertex 26518465 loaded
OSM_SN: 	 Visual vertex 26518465 in 
OSM_SN: 	 Vertex 5887095488 loaded
OSM_SN: 	 Visual vertex 5887095488 in 
OSM_SN: 	 Vertex 25658618 loaded
OSM_SN: 	 Visual vertex 25658618 in 
OSM_SN: 	 Vertex 5024445656 loaded
OSM_SN: 	 Visual vertex 5024445656 in 
OSM_SN: 	 Vertex 342278940 loaded
OSM_SN: 	 Visual vertex 342278940 in 
OSM_SN: 	 Vertex 25658997 loaded
OSM_SN: 	 Visual vertex 25658997 in 
OSM_SN: 	 Vertex 25658619 loaded
OSM_SN: 	 Visual vertex 25658619 in 
OSM_SN: 	 Vertex 3415578106 loaded
OSM_SN: 	 Visual vertex 3415578106 in 
OSM_SN: 	 Vertex 1990844670 loaded
OSM_SN: 	 Visual vertex 1990844670 in 
OSM_SN: 	 Vertex 25658620 loaded
OSM_SN: 	 Visual vertex 25658620 in 
OSM_SN: 	 Vertex 26424075 loaded
OSM_SN: 	 Visual vertex 26424075 in 
OSM_SN: 	 Vertex 3663352125 loaded
OSM_SN: 	 Visual vertex 3663352125 in 
OSM_SN: 	 Vertex 25658872 loaded
OSM_SN: 	 Visual vertex 25658872 in 
OSM_SN: 	 Vertex 4793932718 loaded
OSM_SN: 	 Visual vertex 4793932718 in 
OSM_SN: 	 Vertex 4793932719 loaded
OSM_SN: 	 Visual vertex 4793932719 in 
OSM_SN: 	 Vertex 25658886 loaded
OSM_SN: 	 Visual vertex 25658886 in 
OSM_SN: 	 Vertex 300520948 loaded
OSM_SN: 	 Visual vertex 300520948 in 
OSM_SN: 	 Vertex 4793932717 loaded
OSM_SN: 	 Visual vertex 4793932717 in 
OSM_SN: 	 Vertex 300520933 loaded
OSM_SN: 	 Visual vertex 300520933 in 
OSM_SN: 	 Vertex 3909170508 loaded
OSM_SN: 	 Visual vertex 3909170508 in 
OSM_SN: 	 Vertex 586483723 loaded
OSM_SN: 	 Visual vertex 586483723 in 
OSM_SN: 	 Vertex 25658960 loaded
OSM_SN: 	 Visual vertex 25658960 in 
OSM_SN: 	 Vertex 25658927 loaded
OSM_SN: 	 Visual vertex 25658927 in 
OSM_SN: 	 Vertex 25658941 loaded
OSM_SN: 	 Visual vertex 25658941 in 
OSM_SN: 	 Vertex 1016303291 loaded
OSM_SN: 	 Visual vertex 1016303291 in 
OSM_SN: 	 Vertex 342269138 loaded
OSM_SN: 	 Visual vertex 342269138 in 
OSM_SN: 	 Vertex 1016303318 loaded
OSM_SN: 	 Visual vertex 1016303318 in 
OSM_SN: 	 Vertex 1422779377 loaded
OSM_SN: 	 Visual vertex 1422779377 in 
OSM_SN: 	 Vertex 342269129 loaded
OSM_SN: 	 Visual vertex 342269129 in 
OSM_SN: 	 Vertex 300520939 loaded
OSM_SN: 	 Visual vertex 300520939 in 
OSM_SN: 	 Vertex 25658970 loaded
OSM_SN: 	 Visual vertex 25658970 in 
OSM_SN: 	 Vertex 300519480 loaded
OSM_SN: 	 Visual vertex 300519480 in 
OSM_SN: 	 Vertex 1414449542 loaded
OSM_SN: 	 Visual vertex 1414449542 in 
OSM_SN: 	 Vertex 25658982 loaded
OSM_SN: 	 Visual vertex 25658982 in 
OSM_SN: 	 Vertex 4749441831 loaded
OSM_SN: 	 Visual vertex 4749441831 in 
OSM_SN: 	 Vertex 4749441832 loaded
OSM_SN: 	 Visual vertex 4749441832 in 
OSM_SN: 	 Vertex 25659012 loaded
OSM_SN: 	 Visual vertex 25659012 in 
OSM_SN: 	 Vertex 25660491 loaded
OSM_SN: 	 Visual vertex 25660491 in 
OSM_SN: 	 Vertex 1016303799 loaded
OSM_SN: 	 Visual vertex 1016303799 in 
OSM_SN: 	 Vertex 1414449543 loaded
OSM_SN: 	 Visual vertex 1414449543 in 
OSM_SN: 	 Vertex 25659741 loaded
OSM_SN: 	 Visual vertex 25659741 in 
OSM_SN: 	 Vertex 25659742 loaded
OSM_SN: 	 Visual vertex 25659742 in 
OSM_SN: 	 Vertex 25659743 loaded
OSM_SN: 	 Visual vertex 25659743 in 
OSM_SN: 	 Vertex 25659744 loaded
OSM_SN: 	 Visual vertex 25659744 in 
OSM_SN: 	 Vertex 1225461936 loaded
OSM_SN: 	 Visual vertex 1225461936 in 
OSM_SN: 	 Vertex 1225461937 loaded
OSM_SN: 	 Visual vertex 1225461937 in 
OSM_SN: 	 Vertex 25659747 loaded
OSM_SN: 	 Visual vertex 25659747 in 
OSM_SN: 	 Vertex 25659745 loaded
OSM_SN: 	 Visual vertex 25659745 in 
OSM_SN: 	 Vertex 1251663069 loaded
OSM_SN: 	 Visual vertex 1251663069 in 
OSM_SN: 	 Vertex 1251663083 loaded
OSM_SN: 	 Visual vertex 1251663083 in 
OSM_SN: 	 Vertex 1225461944 loaded
OSM_SN: 	 Visual vertex 1225461944 in 
OSM_SN: 	 Vertex 26517823 loaded
OSM_SN: 	 Visual vertex 26517823 in 
OSM_SN: 	 Vertex 25659746 loaded
OSM_SN: 	 Visual vertex 25659746 in 
OSM_SN: 	 Vertex 3112804646 loaded
OSM_SN: 	 Visual vertex 3112804646 in 
OSM_SN: 	 Vertex 315529356 loaded
OSM_SN: 	 Visual vertex 315529356 in 
OSM_SN: 	 Vertex 3112804642 loaded
OSM_SN: 	 Visual vertex 3112804642 in 
OSM_SN: 	 Vertex 25659748 loaded
OSM_SN: 	 Visual vertex 25659748 in 
OSM_SN: 	 Vertex 1251645253 loaded
OSM_SN: 	 Visual vertex 1251645253 in 
OSM_SN: 	 Vertex 1251645257 loaded
OSM_SN: 	 Visual vertex 1251645257 in 
OSM_SN: 	 Vertex 25659750 loaded
OSM_SN: 	 Visual vertex 25659750 in 
OSM_SN: 	 Vertex 25659755 loaded
OSM_SN: 	 Visual vertex 25659755 in 
OSM_SN: 	 Vertex 300520928 loaded
OSM_SN: 	 Visual vertex 300520928 in 
OSM_SN: 	 Vertex 25685407 loaded
OSM_SN: 	 Visual vertex 25685407 in 
OSM_SN: 	 Vertex 25660079 loaded
OSM_SN: 	 Visual vertex 25660079 in 
OSM_SN: 	 Vertex 1016303452 loaded
OSM_SN: 	 Visual vertex 1016303452 in 
OSM_SN: 	 Vertex 25660099 loaded
OSM_SN: 	 Visual vertex 25660099 in 
OSM_SN: 	 Vertex 342269134 loaded
OSM_SN: 	 Visual vertex 342269134 in 
OSM_SN: 	 Vertex 1016303332 loaded
OSM_SN: 	 Visual vertex 1016303332 in 
OSM_SN: 	 Vertex 2609978300 loaded
OSM_SN: 	 Visual vertex 2609978300 in 
OSM_SN: 	 Vertex 25685391 loaded
OSM_SN: 	 Visual vertex 25685391 in 
OSM_SN: 	 Vertex 25660100 loaded
OSM_SN: 	 Visual vertex 25660100 in 
OSM_SN: 	 Vertex 1225805085 loaded
OSM_SN: 	 Visual vertex 1225805085 in 
OSM_SN: 	 Vertex 4889614956 loaded
OSM_SN: 	 Visual vertex 4889614956 in 
OSM_SN: 	 Vertex 3218547659 loaded
OSM_SN: 	 Visual vertex 3218547659 in 
OSM_SN: 	 Vertex 25660101 loaded
OSM_SN: 	 Visual vertex 25660101 in 
OSM_SN: 	 Vertex 1225805021 loaded
OSM_SN: 	 Visual vertex 1225805021 in 
OSM_SN: 	 Vertex 1225805142 loaded
OSM_SN: 	 Visual vertex 1225805142 in 
OSM_SN: 	 Vertex 1407012527 loaded
OSM_SN: 	 Visual vertex 1407012527 in 
OSM_SN: 	 Vertex 25660102 loaded
OSM_SN: 	 Visual vertex 25660102 in 
OSM_SN: 	 Vertex 25660103 loaded
OSM_SN: 	 Visual vertex 25660103 in 
OSM_SN: 	 Vertex 1407012519 loaded
OSM_SN: 	 Visual vertex 1407012519 in 
OSM_SN: 	 Vertex 2820088108 loaded
OSM_SN: 	 Visual vertex 2820088108 in 
OSM_SN: 	 Vertex 4751633425 loaded
OSM_SN: 	 Visual vertex 4751633425 in 
OSM_SN: 	 Vertex 5605045919 loaded
OSM_SN: 	 Visual vertex 5605045919 in 
OSM_SN: 	 Vertex 25660104 loaded
OSM_SN: 	 Visual vertex 25660104 in 
OSM_SN: 	 Vertex 4751633424 loaded
OSM_SN: 	 Visual vertex 4751633424 in 
OSM_SN: 	 Vertex 25660105 loaded
OSM_SN: 	 Visual vertex 25660105 in 
OSM_SN: 	 Vertex 315530553 loaded
OSM_SN: 	 Visual vertex 315530553 in 
OSM_SN: 	 Vertex 25660107 loaded
OSM_SN: 	 Visual vertex 25660107 in 
OSM_SN: 	 Vertex 25660110 loaded
OSM_SN: 	 Visual vertex 25660110 in 
OSM_SN: 	 Vertex 26517366 loaded
OSM_SN: 	 Visual vertex 26517366 in 
OSM_SN: 	 Vertex 300519315 loaded
OSM_SN: 	 Visual vertex 300519315 in 
OSM_SN: 	 Vertex 25660113 loaded
OSM_SN: 	 Visual vertex 25660113 in 
OSM_SN: 	 Vertex 25660114 loaded
OSM_SN: 	 Visual vertex 25660114 in 
OSM_SN: 	 Vertex 25660115 loaded
OSM_SN: 	 Visual vertex 25660115 in 
OSM_SN: 	 Vertex 1407012517 loaded
OSM_SN: 	 Visual vertex 1407012517 in 
OSM_SN: 	 Vertex 1447163431 loaded
OSM_SN: 	 Visual vertex 1447163431 in 
OSM_SN: 	 Vertex 25660117 loaded
OSM_SN: 	 Visual vertex 25660117 in 
OSM_SN: 	 Vertex 25660116 loaded
OSM_SN: 	 Visual vertex 25660116 in 
OSM_SN: 	 Vertex 26517371 loaded
OSM_SN: 	 Visual vertex 26517371 in 
OSM_SN: 	 Vertex 2884777118 loaded
OSM_SN: 	 Visual vertex 2884777118 in 
OSM_SN: 	 Vertex 4987252738 loaded
OSM_SN: 	 Visual vertex 4987252738 in 
OSM_SN: 	 Vertex 4987252754 loaded
OSM_SN: 	 Visual vertex 4987252754 in 
OSM_SN: 	 Vertex 2884777115 loaded
OSM_SN: 	 Visual vertex 2884777115 in 
OSM_SN: 	 Vertex 25660118 loaded
OSM_SN: 	 Visual vertex 25660118 in 
OSM_SN: 	 Vertex 26515365 loaded
OSM_SN: 	 Visual vertex 26515365 in 
OSM_SN: 	 Vertex 25660119 loaded
OSM_SN: 	 Visual vertex 25660119 in 
OSM_SN: 	 Vertex 1251663082 loaded
OSM_SN: 	 Visual vertex 1251663082 in 
OSM_SN: 	 Vertex 25660750 loaded
OSM_SN: 	 Visual vertex 25660750 in 
OSM_SN: 	 Vertex 25660120 loaded
OSM_SN: 	 Visual vertex 25660120 in 
OSM_SN: 	 Vertex 432573217 loaded
OSM_SN: 	 Visual vertex 432573217 in 
OSM_SN: 	 Vertex 25660121 loaded
OSM_SN: 	 Visual vertex 25660121 in 
OSM_SN: 	 Vertex 472661921 loaded
OSM_SN: 	 Visual vertex 472661921 in 
OSM_SN: 	 Vertex 25660749 loaded
OSM_SN: 	 Visual vertex 25660749 in 
OSM_SN: 	 Vertex 345014513 loaded
OSM_SN: 	 Visual vertex 345014513 in 
OSM_SN: 	 Vertex 345014514 loaded
OSM_SN: 	 Visual vertex 345014514 in 
OSM_SN: 	 Vertex 5758218765 loaded
OSM_SN: 	 Visual vertex 5758218765 in 
OSM_SN: 	 Vertex 25661061 loaded
OSM_SN: 	 Visual vertex 25661061 in 
OSM_SN: 	 Vertex 25661009 loaded
OSM_SN: 	 Visual vertex 25661009 in 
OSM_SN: 	 Vertex 25661059 loaded
OSM_SN: 	 Visual vertex 25661059 in 
OSM_SN: 	 Vertex 25661060 loaded
OSM_SN: 	 Visual vertex 25661060 in 
OSM_SN: 	 Vertex 25685167 loaded
OSM_SN: 	 Visual vertex 25685167 in 
OSM_SN: 	 Vertex 25685166 loaded
OSM_SN: 	 Visual vertex 25685166 in 
OSM_SN: 	 Vertex 3515697534 loaded
OSM_SN: 	 Visual vertex 3515697534 in 
OSM_SN: 	 Vertex 3515697542 loaded
OSM_SN: 	 Visual vertex 3515697542 in 
OSM_SN: 	 Vertex 25661082 loaded
OSM_SN: 	 Visual vertex 25661082 in 
OSM_SN: 	 Vertex 25661083 loaded
OSM_SN: 	 Visual vertex 25661083 in 
OSM_SN: 	 Vertex 2810880644 loaded
OSM_SN: 	 Visual vertex 2810880644 in 
OSM_SN: 	 Vertex 3897812233 loaded
OSM_SN: 	 Visual vertex 3897812233 in 
OSM_SN: 	 Vertex 4805407792 loaded
OSM_SN: 	 Visual vertex 4805407792 in 
OSM_SN: 	 Vertex 25661084 loaded
OSM_SN: 	 Visual vertex 25661084 in 
OSM_SN: 	 Vertex 4805407807 loaded
OSM_SN: 	 Visual vertex 4805407807 in 
OSM_SN: 	 Vertex 4805407805 loaded
OSM_SN: 	 Visual vertex 4805407805 in 
OSM_SN: 	 Vertex 25661085 loaded
OSM_SN: 	 Visual vertex 25661085 in 
OSM_SN: 	 Vertex 25661086 loaded
OSM_SN: 	 Visual vertex 25661086 in 
OSM_SN: 	 Vertex 4693353085 loaded
OSM_SN: 	 Visual vertex 4693353085 in 
OSM_SN: 	 Vertex 4781281846 loaded
OSM_SN: 	 Visual vertex 4781281846 in 
OSM_SN: 	 Vertex 2249406302 loaded
OSM_SN: 	 Visual vertex 2249406302 in 
OSM_SN: 	 Vertex 282762576 loaded
OSM_SN: 	 Visual vertex 282762576 in 
OSM_SN: 	 Vertex 4781281845 loaded
OSM_SN: 	 Visual vertex 4781281845 in 
OSM_SN: 	 Vertex 4805407806 loaded
OSM_SN: 	 Visual vertex 4805407806 in 
OSM_SN: 	 Vertex 25661133 loaded
OSM_SN: 	 Visual vertex 25661133 in 
OSM_SN: 	 Vertex 369389839 loaded
OSM_SN: 	 Visual vertex 369389839 in 
OSM_SN: 	 Vertex 2562592858 loaded
OSM_SN: 	 Visual vertex 2562592858 in 
OSM_SN: 	 Vertex 25661134 loaded
OSM_SN: 	 Visual vertex 25661134 in 
OSM_SN: 	 Vertex 4958843990 loaded
OSM_SN: 	 Visual vertex 4958843990 in 
OSM_SN: 	 Vertex 1837440497 loaded
OSM_SN: 	 Visual vertex 1837440497 in 
OSM_SN: 	 Vertex 1837440496 loaded
OSM_SN: 	 Visual vertex 1837440496 in 
OSM_SN: 	 Vertex 25661135 loaded
OSM_SN: 	 Visual vertex 25661135 in 
OSM_SN: 	 Vertex 1549257744 loaded
OSM_SN: 	 Visual vertex 1549257744 in 
OSM_SN: 	 Vertex 2640722205 loaded
OSM_SN: 	 Visual vertex 2640722205 in 
OSM_SN: 	 Vertex 25661141 loaded
